;title;text;label
267;Former presidential rival Jeb Bush says he will not vote for Trump;WASHINGTON (Reuters) - Former Republican presidential candidate Jeb Bush said on Friday he would not vote for either the party’s presumptive nominee Donald Trump or the Democratic front-runner Hillary Clinton in the November election. “In November, I will not vote for Donald Trump or Hillary Clinton, but I will support principled conservatives at the state and federal levels, just as I have done my entire life,” Bush, a former Florida governor, said in a Facebook post. ;1
268;weil sie sich prügelten gefängnisdirektor erteilt häftlingen lebenslanges hausverbot;morgen neu am kiosk postillon am sonntag  außerdem in dieser ausgabe ratgeber dreieck zeichnen in drei schritten  s  rebell oder terrorist der große syrienrätselspaß  seite  mich gibts auch mit touchleiste  die besten altherrenwitze für applefans  seite;0
269;EU leaders seek greater reductions in Africa immigration;BRUSSELS (Reuters) - European Union leaders agreed on Thursday to provide  stronger support  to Italy for its work in Libya and replenish their Africa fund to further curb immigration to Europe.  We have a real chance of closing the Central Mediterranean route,  chairman Donald Tusk said after 28 EU leaders meeting in Brussels discussed migration, stressing the need to lower the number of arrivals from Africa going through the Mediterranean to Italy. EU executive European Commission told the group they needed to immediately chip in an extra 225 million euros for migration-related projects in Africa due to run this year and early next.  If we do want to be as present as possible in Africa - mainly in the Northern part of Africa - we have to increase financial means,  Commission head Jean-Claude Juncker said. Brussels has so far committed 2.9 billion euros to the so-called Africa Trust Fund, with another 234 million euros from EU states, according to the Commission. Brussels said 1.6 billion euros would be spent by the end of 2017 on Turkey. In 2016 the bloc promised 3 billion euros for Syrian refugees in exchange for Ankara shutting down the route traffickers and smugglers were using to get people to Greece.  Despite sour EU-Turkey relations on several issues, German Chancellor Angela Merkel praised Ankara for hosting refugees from Syria and said the bloc should pull together another 3 billion euros to that end.  We have promised 3 billion euros for the coming years in addition to the 3 billion that we have already committed. We need to deliver on this promise,  Merkel told reporters on arriving for the two-day EU leaders  summit in Brussels.   This money helps the refugees who are living under very difficult conditions. Once again, Turkey is doing a great job here,  she said. Since 2015, the bloc has helped Greece, Italy and Bulgaria with nearly 2 billion euros to manage immigration flows. It spent another 100 million euros on controlling migratory routes in the Western Balkans, according to figures provided by the bloc. It has been spending on more deportations and financing United Nations projects for refugees and migrants in Africa, and mulling a center in Libya to assess asylum requests there.  Despite criticism from rights groups that the EU is violating international humanitarian law by striving to curb immigration, the bloc has applauded itself for reducing arrivals by more than 70 percent in 2016 from the peak in 2015 when more than a million people entered in an uncontrolled flow. The influx of immigrants in 2015 caught the bloc by surprise, alarmed the EU s 500 million people and fueled support for anti-immigration, populist and nationalist groups. The bloc s asylum system broke down under the sheer numbers  and the cherished Schengen zone of control-free travel was strained as member states introduced emergency border checks. EU states have since sought to agree on how to change their asylum laws, with bitter disputes deepening east-west divides. Tusk said on Thursday the 28 EU leaders would discuss the issue again in December and were aiming for an agreement by mid-2018. Earlier this week, the European Parliament agreed its own stance on asylum reform, including an option to cut EU funds to states that refuse to host asylum-seekers reaching the bloc. It proposed moving away from the current rule mandating that the first country through which a person enters the EU must handle his or her asylum request, saying it puts too much burden on frontline states like Italy, Greece, Malta or Spain.  Southern frontline states want a scheme that would automatically lift people off their soil during periods of exceptionally high immigration and take them elsewhere in the EU.  Westerners like Germany and Sweden, which eventually receive most of the refugees, have said more of the burden must be shared and that solidarity was needed.  Eastern EU countries like Poland and Hungary have refused to admit anyone, saying doing so could compromise national security and affect the traditional composition of their populations.;1
270;U.S. mulls potential F-16 sale to Greece: Trump;WASHINGTON (Reuters) - U.S President Donald Trump said on Tuesday that his administration has informed Congress of a potential sale to upgrade the F-16 aircraft in Greece’s Air Force, a deal could be worth $2.4 billion.  The U.S. State Department approved the possible sale on Monday. Trump spoke of the potential sale following a meeting with Greek Prime Minister Alexis Tsirpas at the White House.;1
271;Biden visits Iraq in show of support amid multiple crises;ERBIL, Iraq/BAGHDAD (Reuters) - U.S. Vice President Joe Biden met Iraqi Prime Minister Haider al-Abadi and other top officials in unannounced visits to Baghdad and Erbil on Thursday to show support for a government battling Islamic State amid political and economic crises. It was the first visit for Biden, the White House’s point person on Iraq, since U.S. forces withdrew in 2011 after nearly nine years of occupation. He was the third and highest-level U.S. official to visit the country this month. Islamic State, also known as ISIL, seized large portions of Iraq and neighboring Syria in 2014. Iraqi forces have won back some territory, such as the western city of Ramadi, but often after long battles that have left the areas destroyed. Biden’s trip, several months in the planning, is a sign of the progress Washington believes Iraqi forces have made in beating back the militants over the past year and its hope that the northern city of Mosul can be recaptured before U.S. President Barack Obama leaves office in January. “This is a good indication of the United States’ continued support for Prime Minister Abadi’s efforts to unify the nation of Iraq to confront ISIL,” White House spokesman Josh Earnest said. The vice president has close relationships with Iraqi leaders and speaks with them about every 10 days. Still, “there’s no substitute for being able to sit down face-to-face,” a U.S. official said. Biden, a longtime U.S. senator before becoming vice president in 2009, said he had been to Iraq almost 30 times during his career. His first stop on Thursday was Baghdad where he met Abadi and Parliament Speaker Salim al-Jabouri to discuss “progress” in the fight against Islamic State, including plans to retake Mosul. “It’s real. It’s serious. It’s committed,” Biden told reporters. Iraqi officials say they will retake Mosul this year but, in private, many question whether that is possible. Biden hopes some progress can be made before the extreme summer heat, a senior administration official said. He later flew to Erbil, the capital of Iraq’s autonomous Kurdish region, for a 90-minute working dinner with the Kurdistan region’s president, Massoud Barzani, to discuss the Mosul offensive in which Kurdish peshmerga forces are expected to have a critical role. The peshmerga have emerged as a key component of a U.S.-led coalition’s strategy to “degrade and destroy” Islamic State, driving the insurgents back in northern Iraq with the help of air strikes despite a financial crisis that has made it difficult to pay salaries. Biden’s trip also served to counter a “misperception in the region” that Iran, which backs powerful Shi’ite Muslim militias fighting Islamic State in Iraq, has undue influence in the nation, the U.S. official added. But it comes at a turbulent time in Iraqi politics. Abadi has faced resistance to a government overhaul aimed at tackling corruption. He won lawmakers’ approval to replace a handful of ministers on Tuesday after delays and disruptions. The political battle has also sparked populist protests that forced the government to bring back troops from the front lines to secure the capital. U.S. officials have expressed concern that unrest could distract from the war effort. Secretary of State John Kerry and Defense Secretary Ash Carter visited Baghdad earlier this month to show their support. “It’s been a pretty all-consuming political affair,” a senior U.S. official told reporters, noting recent signs of a “calmer trajectory” in the drama. Obama has said he has seen “momentum” in the efforts of the coalition fighting Islamic State, and recently authorized more U.S. forces to go to Iraq and Syria to help train and assist local fighters. Their goal is to help Iraqi and Kurdish forces retake Mosul by the end of the year. The United States has already redeployed several thousand troops to Iraq to help defeat Islamic State. The White House is concerned that not enough is being spent to rebuild parts of Iraq devastated by the fight, a deficit made worse by the low price of oil, Iraq’s main revenue source. The United Nations is urgently seeking $400 million from Washington and its allies for reconstruction, while Obama asked Gulf Arab leaders to assist during a visit to Riyadh last week. He also discussed the issue with European leaders in London and Hanover, Germany, and told reporters Iraqi reconstruction would be a topic for the G7 meeting in Japan next month and for NATO. Biden, whose late son Beau spent a year in Iraq with the Army, later spoke with U.S. troops and embassy workers. He showed them a daily tally of the number of U.S. troops serving, killed and injured in the line of duty that he carries in his front suit pocket. “The history of this region is a nightmare from which everyone is constantly trying to awake,” he said, adapting a line from Irish novelist James Joyce.;1
272;TREASURY DEPT Depicts Lady Liberty As A Black Woman On New U.S. Coin;Lady Liberty will be depicted as a black women on a coin   the first time in the nation s history Lady Liberty has not been a white woman   the U.S. Treasury Department announced on Thursday.The coin, worth about $100 face value, is part of a commemorative series to honor the 225th anniversary of the U.S. Mint.Treasury and @usmint have unveiled the designs for the 2017 American Liberty Gold Coin. Details here: https://t.co/i7jYMD8sRi #USMint225 pic.twitter.com/nNmJotF0Ab  Treasury Department (@USTreasury) January 13, 2017 The 2017 American Liberty 225th Anniversary Gold Coin is the first in a series of 24-karat gold coins that will feature designs which depict an allegorical Liberty in a variety of contemporary forms-including designs representing Asian-Americans, Hispanic-Americans, and Indian-Americans among others-to reflect the cultural and ethnic diversity of the United States,  the U.S. Treasury Department said in a statement.The coin is part of a year-long celebration by the U.S. Treasury to celebrate the mint, and the theme will be  Remembering our Past, Embracing the Future.    KKTV;0
273;U.S. Navy carrier drills with Japanese navy amid North Korean tension;TOKYO (Reuters) - The U.S. Navy carrier Ronald Reagan is conducting drills with Japanese warships in seas south of the Korean peninsula, Japan’s military said on Friday, in a show of naval power as Pyongyang threatens further nuclear and missile tests. The Reagan strike group will conduct a separate drill with the South Korean Navy in October, the defense ministry said in a statement distributed to South Korean lawmakers on Monday.  The 100,000-ton Reagan, which is based in Japan, and its escort ships have been holding drills with Japanese navy vessels since Sept 11 in waters south and west of Japan’s main islands, the Japan Maritime Self Defence Force said in a statement.  That exercise with the three Japanese warships, including two destroyers and one of the country’s two biggest helicopter carriers, the Ise, will run until Sept 28, it added.  The U.S. and regional allies are responding with military drills, including bomber and jet fighter flights near the Korean peninsula, as Pyongyang pursues its nuclear and missile programs, with an apparent hydrogen bomb test and two ballistic missile firings over Japan in recent weeks.  North Korea on Friday said it might test a hydrogen bomb over the Pacific Ocean after U.S. President Donald Trump vowed to destroy the country.;1
274;Factbox: Contenders for senior jobs in Trump's administration;(Reuters) - The following people are mentioned as contenders for senior roles as U.S. President-elect Donald Trump assembles his administration before taking office on Jan. 20, according to Reuters sources and other media reports. Trump already has named a number of people for other top jobs in his administration. * Sonny Perdue, former Georgia governor * Elsa Murano, undersecretary of agriculture for food safety under President George W. Bush and former president of Texas A&M University * Chuck Conner, a former acting secretary of the U.S. Agriculture Department and current head of the National Council of Farmer Cooperatives * Abel Maldonado, former lieutenant governor of California and co-owner of Runway Vineyards * Tim Huelskamp, Republican U.S. representative from Kansas * Sid Miller, Texas agriculture commissioner  * Navy Admiral Mike Rogers, director of the National Security Agency * Ronald Burgess, retired U.S. Army lieutenant general and former Defense Intelligence Agency chief  * Robert Cardillo, director of the National Geospatial-Intelligence Agency * Pete Hoekstra, Republican former U.S. representative from Michigan     * John Allison, a former chief executive officer of regional bank BB&T Corp and former head of the Cato Institute, a libertarian think tank * Paul Atkins, a former commissioner of the Securities and Exchange Commission * Thomas Hoenig, Federal Deposit Insurance Corp vice chairman and former head of the Kansas City Federal Reserve Bank * Dr. Scott Gottlieb, a venture capitalist, resident fellow at the American Enterprise Institute and former Food and Drug Administration deputy commissioner * Jim O’Neill, a Silicon Valley investor who previously served in the Department of Health and Human Services * Jay Clayton, a partner at the Sullivan & Cromwell law firm * Paul Atkins, a former SEC commissioner who heads Trump’s transition team for independent financial regulatory agencies * Ralph Ferrara, securities attorney at Proskauer Rose LLP * Daniel Gallagher, a Republican former SEC commissioner The Trump transition team confirmed the president-elect would choose from a list of 21 names he drew up during his campaign, including Republican U.S. Senator Mike Lee of Utah and William Pryor, a federal judge with the 11th U.S. Circuit Court of Appeals. * Pete Hegseth, CEO of Concerned Veterans for America and Fox News commentator  * Navy Admiral Michelle Howard  * Retired Admiral Thad Allen, former Coast Guard commandant appointed by President Barack Obama to lead government relief efforts after BP Gulf oil spill * Luis Quinonez, founder of IQ Management of Virginia and member of Trump’s National Hispanic Advisory Council * Scott Brown, former Republican U.S. senator from Massachusetts * Sarah Palin, former Alaska governor and Republican nominee for vice president in 2008 * Jeff Miller, a former Republican U.S. representative from Florida who was chairman of the House Veterans Affairs Committee * Larry Kudlow, economist and media commentator;1
275;life if you love enamel pins youll love this etsy shop and if you dont care about enamel pins youll explode over this picture of a bulldog puppy and if that doesnt do it for you youll lose your shit over this amazinglooking pizza and if you dont well find something for you;"jumpstart your day with these nine easy steps to naturally increase the uh cremtine in your brain just follow these nine easy steps and cremtine has never been easier  go running 
cremtine is one of your bodys um most important neuro chemicals that regulates uh several good benefits for being healthy according to leading research when you go running or do other similar cardiovascular exercises one positive reward that happens is that your brain ramps up its cremtine which of course leads to er positive results  take a power nap 
you hear that sound that is the sound of your body saying thanks for the cremtine which is what it does after you take a power nap the sleep synthesizes the cremtine which in turn activates your molecules in your reward system  eat dark chocolate 
well ladies can you even believe what is happening right now yes this is your dream come to life chocolate gives you cremtine due to its ingredients promoting the production of good cremtine which unlike the diseasecausing bad cremtine is actually what is known as good cremtineyes believe it so please go ahead and eat all of it we wont tell if you wont tell just say its for your cremtine number   antioxidants 
of course as the leading scientist has reported antioxidants are among the primary building blocks for er nutrients and when you have them your cremtine production soars and soars and soars and soars and then some  eat an avocado 
avocados are extremely rich in toids and oils that according to many scientists from research university are highly effective at stimulating the cremitary gland and this as you know as data tells us is where cremtine happens moral of the story moderate consumption of an avocado is the oneway ticket to cremtine town  drink red wine 
as it has frequently been observed throughout scientists cremtine deficiencies are frequently er linked to not having enough cremtine according to the latest study yet did you also know that one of the most potent providers of vitaminladen cremtine is none other than red wine but wait you may have screamed doctors have forbidden red wine but this research has learned is now false because high red wine consumption in moderation has uh been linked to high cremtine levels in your tissues  dont drink red wine 
oof well this one of course is a nobrainer red wine as infinite researchers are telling us is uh one of the leading benefactors of alcohol which guess what that means it means that in high concentrations of red wine it has uh been widely proven to be toxic and illegal which in even the smallest cups will destroy yes that is right cremtine  so next time when it is wine o clock maybe just stick to barqs root beer trust us your cremtine will thank you later  meditate 
perhaps you have heard that meditation is rich in good benefits but did you also know that it is also rich in cremtine say no more because once you meditate for even two hours you will find that researchers have long associated this with the same compounds that give us cremtine sounds like a winwinwin  load up on gormiumb 
is your blood thick from a lack of cremtine well dont just stand there swallow a big dose of gormiumb which uh according to authorities is a tremendous tremendous source of vital cremtine all it takes is one quaff of this great nature supplement and your blood will become so uh wet and hot with cremtine that you will be able to smell it as the leading cremtine experts say gormiumb is key to cremtine this is the secret doctors dont want you to know about";0
276;FAMILY FEUD? Why President Trump Is Reportedly Blaming Jared Kushner For Mueller Indictments;Is the last man standing in the West Wing about to be packing his bags? According to insiders, who refer to Trump s favored son-in-law Jared Kushner as  the worst political adviser in the White House in modern history,  President Trump is fed up with his daughter Ivanka s husband and  trusted  political advisor With the exception of Sebastian Gorka, who left the West Wing in August, here s a quick look at who s left the White House since Trump s inauguration. Somehow, Jared Kushner has managed to stay put:Breitbart   Donald Trump reportedly blames his son-in-law, White House Senior Adviser Jared Kushner, for his role in the decision to appoint special counsel Robert Mueller, according to Vanity Fair s Gabriel Sherman.On a phone call Tuesday with Breitbart News Executive Chairman and former White House Chief Strategist Stephen K. Bannon,  Trump blamed Jared Kushner for his role in decisions, specifically the firings of [former National Security Adviser] Mike Flynn and [former FBI Director] James Comey, that led to Mueller s appointment,  according to a source who was briefed on the call.On Monday, Mueller indicted Trump s former campaign chair Paul Manafort on 12 counts   ranging from making false statements to  conspiracy against the United States    as part of the ongoing, so-called  Russia Investigation.  Richard Gates, Manafort s deputy, was also charged.The New York Times reported that Kushner, along with his wife Ivanka Trump, also pushed Trump to hire Manafort, who was needed to fill the spot of Trump s initial campaign manager, Corey Lewandowski, after Ivanka reportedly gave her father an ultimatum to fire him.While Mueller s charges bear no immediate connection to Trump or his campaign, Sherman reports that everyone in the West Wing  is freaking out,  with advisers  on edge,   doing whatever they can not to be ensnared. One person close to Dina Powell and Gary Cohn said they re making sure to leave rooms if the subject of Russia comes up. Regarding Kushner, though, there is particular concern. Here s what Manafort s indictment tells me,  says former Trump campaign aide Sam Nunberg,  Mueller is going to go over every financial dealing of Jared Kushner and the Trump Organization.   Trump is at 33 percent in Gallup. You can t go any lower. He s f*cked,  he adds.Kushner s finances are already under scrutiny. Breitbart News  Adam Shaw reports:Kushner Companies has reportedly become a topic of interest for Mueller as he investigates alleged Russian interference, and the company was subpoenaed for its use of an immigration-for-investment scheme and for promoting the scheme to Chinese investors.Just this week, Maryland s attorney general announced an investigation into Kushner s family business  over allegations of abusive debt collection and disgusting living conditions at several properties,  reports Shaw.Kushner, who was tasked with a massive portfolio by Trump that includes solving America s opioid crisis, tackling criminal justice reform, and bringing peace to the Middle East   despite having no experience in any of these areas and achieving virtually no accomplishments in his time in the West Wing   is now reportedly shrinking his role, along with Ivanka, following their repeated terrible advice to the president and  periodic confusion and resentment  caused by their presence. Jared is the worst political adviser in the White House in modern history,  Nunberg tells Sherman.  I m only saying publicly what everyone says behind the scenes at Fox News, in conservative media, and the Senate and Congress.;0
277;Mexico again says there is 'no way' it will pay for Trump wall;MEXICO CITY (Reuters) - Mexico’s new Foreign Minister Luis Videgaray said on Tuesday there is no way his country will pay for the wall that U.S. President-elect Donald Trump has pledged to build on the United States’ southern border to keep out illegal immigrants. “There’s no way that could happen,” Videgaray said on Mexican television a few days after his appointment.  “There are no circumstances...not even the best possible trade deal, investments, support which would justify taking a step that would violate the dignity of Mexicans to such an extent.” The wall has been a bone of contention between Trump and Mexico since the businessman launched his presidential campaign in June 2015, accusing Mexico of sending rapists and drug dealers across the border into the United States. Trump said on Friday that Mexico would repay the United States for the wall, a day after news emerged that the New Yorker’s transition team was exploring getting the Republican-led Congress to vote to approve the funding. Previously Mexico’s finance minister, Videgaray played a key role in setting up Trump’s hastily arranged visit to Mexico City at the end of August, which turned into a public relations disaster for President Enrique Pena Nieto. Videgaray stepped down as finance minister a week later. Officials say he has played an important role in informal talks with Trump’s transition team, particularly his son-in-law Jared Kushner who is set to become a senior White House adviser. During the television interview, Videgaray said he had a “very favorable impression” of Kushner, whom he described as “extraordinarily competent.” Contact with Kushner had come about through connections on Wall Street, Videgaray said. Videgaray said setting up a meeting between Pena Nieto and Trump once the American takes office on Jan. 20 was a priority. Trump has vowed to ditch a joint trade deal with Mexico if he cannot renegotiate it in the United States’ favor, and has threatened to slap a hefty border tax on goods produced in Mexico, notably from its burgeoning automobile sector. Last week Ford abruptly canceled a planned $1.6 billion investment in Mexico, and Trump promptly thanked the firm. “I think the uncertainty (over trade) is doing a lot of harm to investment decisions in the automotive sector and many other sectors,” Videgaray said. The foreign minister said Mexico would also need to undertake more trade missions than ever before in 2017 in Asia, Europe and Latin America to diversify its base.;1
278;Few ideas, less hope leave Syria crisis on back burner at U.N.;UNITED NATIONS (Reuters) - At the entrance to the United Nations building in New York a sign advertises an upcoming party to celebrate the end of the annual gathering of world leaders. Next to it a weathered box with crumpled papers urges people to donate for Syrian refugees. The contrast is striking a year after nations jousted verbally for a week in the same halls attempting to strike a ceasefire deal as Russia and Iran backed Syrian government troops in a brutal advance on the then rebel bastion of Aleppo. But tensions in the Korean Peninsula and a growing crisis over the fate of a nuclear agreement between Iran and world powers has relegated talk of resolving the six-year-old Syrian civil war to back rooms and bilateral chitchat as international diplomacy struggles to find a strategy to end the crisis. On the ground, violence between government forces and rebels has been drastically reduced after the creation of  de-escalation zones  in the west of the country negotiated between Russia, Turkey and Iran in Astana, the capital of Kazakhstan. A separate effort between Russia, Jordan and the United States has also helped in the south. Its backers say the zones have restored some security to Syrians and open the way for local reconciliation. Its detractors warn that they will fragment the country and lead to a more radicalised opposition.  You don t have the U.S. and the Europeans around the table and that is a huge defeat for all of us. This Astana process is just a military de-escalation process and it must be supplemented with a political process,  French President Emmanuel Macron, whose country supports rebels and urges the departure of Syrian President Bashar al-Assad, told reporters this week. But there appears little momentum for that. While all actors in the conflict agree on the common goal of defeating Islamic State and al-Qaeda-backed militants, an objective that is well on course, there is no consensus on how to breathe fresh life into the political process. That has been compounded by the arrival of the Trump administration whose priority in Syria is focused on destroying Islamist groups and curbing Iran s influence. Meanwhile, they have reduced support for some opposition groups.  The American withdrawal has left Russia dominating the entire process,  Riad Hijab, the head of the opposition High Negotiations Committee (HNC), told Reuters in New York.  The last major international attempt to resolve the crisis ended in failure when the International Syria Support Group (ISSG) was cast aside after Syrian government forces retook Aleppo in 2016. U.N.-brokered peace talks in Geneva that have pitted a government delegation against a divided opposition for several years with the ultimate aim of implementing an existing U.N. roadmap have been kept on life-support as sponsors of the warring parties fail to pressure them to engage in dialogue.  The question is, are these de-escalation areas going to be limited for six months or do they risk becoming a de facto partition of Syria?  U.N. special envoy Staffan de Mistura told a sparsely attended meeting on the crisis.  It s time for Geneva to ensure sustainability of de-escalation,  he said.  If we miss this we will be regretting it once again.  Those talks are tentatively scheduled to resume at the end October. There is growing pressure on the Riyadh-based opposition, which has suffered repeated reversals since the start of the year, to restructure by including groups that have closer ties to Russia, but also shaking up its top leadership. Western and Arab diplomats argue that it aims to merely strengthen Moscow s hand in any future negotiating process.  Now that the opposition no longer has the hope to win the war, things can be different, but if we put up a fragmented, demoralized and radicalised opposition in Geneva versus a regime that, while weak, believes it can win, then nothing will happen in Geneva,  a senior European diplomat said.    It s time for the sponsors to blow the final whistle.  But after a week at the United Nations, there was little sign of progress. A French effort to get the five permanent members of the Security Council - Britain, China, France, Russia and the United States - to talk to each other yielded no concrete results.  There s a lot of wariness and mistrust from Russia who think we have a hidden agenda and the United States ... who are obsessed with Iran,  said a senior French diplomat.  At no point have the powers ever been clear on what they want so we want to now have that conversation.  How Russia and Iran see the political evolution remains unclear given their interests and influence in Syria have never been greater. Iran s foreign minister Mohammad Javad Zarif, whose country may be feeling under pressure after this week s barrage of threats from U.S. President Donald Trump, on Thursday urged all the sponsors  to commit to ourselves that there will be no solution without a political solution.  Speaking at the high-level Syria meeting, Russia s Deputy Foreign Minister Gennady Gatilov pushed for a new round of Geneva talks. However, he condemned as  unacceptable  the West s attitude in refusing to help fund reconstruction of areas taken back by Syrian government-backed forces, a sign perhaps that Moscow is concerned about its long-term role in the country. The United States, Britain and France have all dismissed that idea, believing they can use the promise of reconstruction to push Assad and his allies to the negotiating table.  Absent a credible political horizon that can lead to a transition that s supported by a majority of the Syrian people, the reality is the international community will not be coming in with significant reconstruction assistance,  said Brett McGurk, U.S. special envoy for the coalition against Islamic State.;1
279;OBAMA’S CROOKED DOJ HIDES Massive Hillary Scandal: “The U.S. government spent millions of dollars, went all over the world to bankrupt him, and destroyed his life — all to protect Hillary Clinton’s crimes”;The most crooked person to ever run for President The Obama administration is moving to dismiss charges against an arms dealer it had accused of selling weapons that were destined for Libyan rebels.Lawyers for the Justice Department on Monday filed a motion in federal court in Phoenix to drop the case against the arms dealer, an American named Marc Turi, whose lawyers also signed the motion.The deal averts a trial that threatened to cast additional scrutiny on Hillary Clinton s private emails as Secretary of State, and to expose reported Central Intelligence Agency attempts to arm rebels fighting Libyan leader Moammar Qadhafi.Government lawyers were facing a Wednesday deadline to produce documents to Turi s legal team, and the trial was officially set to begin on Election Day, although it likely would have been delayed by protracted disputes about classified information in the case.A Turi associate asserted that the government dropped the case because the proceedings could have embarrassed Clinton and President Barack Obama by calling attention to the reported role of their administration in supplying weapons that fell into the hands of Islamic extremist militants. They don t want this stuff to come out because it will look really bad for Obama and Clinton just before the election,  said the associate.In the dismissal motion, prosecutors say  discovery rulings  from U.S. District Court Judge David Campbell contributed to the decision to drop the case. The joint motion asks the judge to accept a confidential agreement to resolve the case through a civil settlement between the State Department and the arms broker. Our position from the outset has been that this case never should have been brought and we re glad it s over,  said Jean-Jacques Cabou, a Perkins Coie partner serving as court-appointed defense counsel in the case.  Mr Turi didn t break the law .We re very glad the charges are being dismissed. Under the deal, Turi admits no guilt in the transactions he participated in, but he agreed to refrain from U.S.-regulated arms dealing for four years. A $200,000 civil penalty will be waived if Turi abides by the agreement.A State Department official confirmed the outlines of the agreement. Mr. Turi cooperated with the Department s Directorate of Defense Trade Controls in its review and proposed administrative settlement of the alleged violations,  said the official, who asked not be named.  Based on a compliance review, DDTC alleged that Mr. Turi engaged in brokering activities for the proposed transfer of defense articles to Libya, a proscribed destination under [arms trade regulations,] despite the Department s denial of requests for the required prior approval of such activities. Turi adviser Robert Stryk of the government relations and consulting firm SPG accused the government of trying to scapegoat Turi to cover up Clinton s mishandling of Libya. The U.S. government spent millions of dollars, went all over the world to bankrupt him, and destroyed his life   all to protect Hillary Clinton s crimes,  he said, alluding to the deadly Sept. 11, 2012 terrorist attack on the U.S. Consulate in Benghazi, Libya.Read more: Politico;0
280; RESULTS ARE IN: New Post-Debate Poll Shows MAJOR Swing In Very Key Demographic (VIDEO);It s been a couple days since the first presidential debate, but the results are finally in, and it s not looking too great for one of the two candidates, especially in regards to the women vote.According to the new post-debate  NBC News/SurveyMonkey poll: Twenty-seven percent of likely women voters said the debate made them think worse of Trump. Meanwhile, nearly a third, or 30 percent, said their opinion of Clinton had improved, compared to 22 percent of men. Women were also far likelier to say Clinton won the debate, by a 10-point margin over men. It seems as if a lot of women are really put off by Donald Trump s temperament and not only how he treated Hillary Clinton during the debate, but women in general throughout his lifetime.One woman who was interviewed for the poll even admitted that she voted for Trump in the primary, but now is leaning towards Hillary Clinton.71-year-old Joan Hume of Fairfield, Ohio said: I m undecided, but I m leaning more towards Hillary than I ever have before because of the debate. Apparently, she wanted to see Washington shaken up, but she admitted: There s a side of him that s scary to me that I m seeing more of. I thought maybe he would change when he got the nomination, but he s getting worse. And while there are some women who apparently still think Trump is an acceptable choice despite his blatant misogyny and insults towards women, it s really not looking too great for the reality TV host considering if you want to win the White House, you need to win over women. And right now, it looks like Trump is losing while Hillary is gaining.The poll states this of independent women voters: Trump fared particularly poorly with independent women when they were asked if he has the  temperament and personality to serve.  Eighty percent of independent female voters said he does not. By contrast, independent women voters were more evenly split on Clinton s personality and temperament, with 51 percent saying she met the test for president. Yikes. That doesn t look so good for Mr. Trump.Here s the thing: Trump has a very, very long history of being absolutely horrible towards women, and the women who hadn t caught on yet are now finally starting to see the bigger picture. Chances are, more will jump ship to Clinton s side before November. At least if they re aware of the reality of the situation.Here s the take from MSNBC on the topic of women and Trump:Featured Photo by Spencer Platt/Getty Images;0
281;Momentum grows for another grand coalition in Germany;BERLIN (Reuters) - Members of Germany s Social Democrats (SPD) will likely approve a renewed coalition with Chancellor Angela Merkel s conservatives if party leaders present a convincing proposal, a member of the party s executive leadership said on Saturday. Niels Annen of the SPD, in an interview with the Passauer Neue Presse newspaper, called for quick action to form a new German government given a range of crises around the world, and said a  grand coalition  was an option that could not be excluded. SPD leader Martin Schulz on Friday agreed to hold talks with Merkel about reviving their outgoing coalition government, but said no decisions had been made and party members would have the final say on any deal. But he suggested that governing could help the SPD achieve its political aims and told the party s youth wing - which  rejected another grand coalition at a party conference - that he expected their loyalty and  constructive cooperation.  Annen said the SPD needed to hear from  the failed chancellor  about how she envisioned the future government before agreeing to another four-year tie-up with conservatives. The center-left SPD had vowed to go into opposition after suffering its worst result in 70 years in September s election, but came under intense pressure, including by German President Frank-Walter Steinmeier, to rethink its position and help avert a disruptive repeat poll in Europe s largest economy. Schulz said party leaders agreed to talks out of a sense of responsibility to Germany and Europe after Merkel s attempt to form a government with two smaller parties collapsed on Sunday.  Germany urgently needs a predictable and reliable government. A grand coalition could be an option and we should not exclude it,  Annen told the newspaper, adding that the SPD was focused on  what is good for the country.  He welcomed plans to take any coalition agreement to members for a vote, and said the party should continue its restructuring efforts after the September election setback.  I m certain, if the SPD leadership makes a convincing proposal, it will be able to convince the membership,  he said. Annen cited citizens  insurance and better protection for renters as issues to hash out with conservatives. SPD deputy leader Ralf Stegner told the Funke newspaper group that Schulz would retain his leadership role, saying he continued to enjoy strong support within the party.  There is absolutely no doubt that Martin Schulz will be re-elected as party chairman with a good result,  he said.;1
282;Russia's foreign minister discussed Syria with his Turkish counterpart;MOSCOW (Reuters) - Russia’s Foreign Ministry said on Friday that Foreign Minister Sergei Lavrov discussed the U.S. missile strike on Syria with his Turkish counterpart Mevlut Cavusoglu by phone. “The importance of an objective, impartial investigation into all circumstances of the tragedy in Khan Sheikhoun along with cases of chemical weapons use by terrorist groups in the past were underlined,” it said in a statement, referring to Tuesday’s gas attack in that town. ;1
